"Guid","CurrencyIsoCode","SBQQ__Active__c","SBQQ__AscendingNestedLevel__c","SBQQ__DescendingActionNesting__c","SBQQ__DescendingNestedLevel__c","SBQQ__ProductFeature__c","SBQQ__ProductRule__c","SBQQ__Product__c"
84c61291-2add-4987-9d20-193c8099a2a4,USD,true,"#N/A","#N/A","#N/A","#N/A",2aa9e706-7b46-4229-8093-dcbac6a088d1,5a78fd1c-bd50-4427-b949-0cf9f4ae2810
881bc8da-bb01-42dc-8bfd-2a64fa83cf55,USD,true,"#N/A","#N/A","#N/A","#N/A",54ca54f5-a205-4ae0-b57d-ee21da476531,3ccd2496-bfc5-49f8-82d0-5f2c35a9354d
89cbcaa3-c079-42cd-af9e-349dcf64504c,USD,true,"#N/A","#N/A","#N/A","#N/A",f929ab80-9e98-41fe-844d-664d79da2431,9e037fc0-2c81-47f5-9712-7553c457f3df
8b0f7ec8-99d2-41f5-964c-43783e1a21bd,USD,true,"#N/A","#N/A","#N/A","#N/A",f929ab80-9e98-41fe-844d-664d79da2431,5a78fd1c-bd50-4427-b949-0cf9f4ae2810
8c61f726-79ec-4803-8518-5b42ac5c03ae,USD,true,"#N/A","#N/A","#N/A","#N/A",3b7d2056-3123-498c-ab9d-b6b8a97e2431,3ccd2496-bfc5-49f8-82d0-5f2c35a9354d
8ca3fb6a-db1f-4fd2-8ad2-996e65f77330,USD,true,"#N/A","#N/A","#N/A","#N/A",2e925465-826f-4525-94ea-07d5ca1660ee,3ccd2496-bfc5-49f8-82d0-5f2c35a9354d
95fd6a66-93d4-4f6f-b141-c134a23afa93,USD,true,"#N/A","#N/A","#N/A",12bfa206-7724-48ae-a928-5f2bea92206f,7b37ce3a-2780-4c33-8ec1-79b8585c55d3,9e037fc0-2c81-47f5-9712-7553c457f3df
986b4c19-52c4-474d-85f9-1c6fbe67186b,USD,true,"#N/A","#N/A","#N/A","#N/A",7f3bca6b-bf17-4388-b081-e4aaa36681c5,9e037fc0-2c81-47f5-9712-7553c457f3df
99d9c154-5bf5-401a-8c72-93a341a58749,USD,true,1,"#N/A",1,"#N/A",0497d231-2d22-4f83-b8a7-48b042a39053,9e037fc0-2c81-47f5-9712-7553c457f3df
9c696ed4-351f-45e1-bc4b-e69dffd36f1d,USD,true,"#N/A","#N/A","#N/A",4e38dc40-0792-4e1e-8b58-daff1db33a4b,7b37ce3a-2780-4c33-8ec1-79b8585c55d3,5a78fd1c-bd50-4427-b949-0cf9f4ae2810
9d11f336-21d7-4cbd-b6dd-3fad3e1e9717,USD,true,"#N/A","#N/A","#N/A","#N/A",235bc65a-17e1-4256-b02b-d866b11ecf1b,dd03d4c0-4d58-4a0a-bd06-f8fb5e7b9ef6
9e02d546-1385-42b0-92f4-310d591b6cba,USD,true,1,"#N/A",1,"#N/A",0497d231-2d22-4f83-b8a7-48b042a39053,5a78fd1c-bd50-4427-b949-0cf9f4ae2810
9e06b898-33dd-46db-8023-c218646a4b74,USD,true,"#N/A","#N/A","#N/A","#N/A",12bf25af-15a4-463f-89fd-394304e6af9f,21bcabac-77f4-4eb6-95c6-e3d7e1b65e15
a9a6fb30-3abc-4192-abe7-5ba85e73929f,USD,true,"#N/A","#N/A","#N/A",761be451-2700-4907-9a14-a6d04b6179b6,62cd5f23-fdcd-4610-858c-c38b5b73d08c,5a78fd1c-bd50-4427-b949-0cf9f4ae2810
b6e6f126-ce8f-49a0-a363-0694a16c6af7,USD,true,"#N/A","#N/A","#N/A","#N/A",cb20f3d8-9c36-4543-9364-0093dad90f40,dd03d4c0-4d58-4a0a-bd06-f8fb5e7b9ef6
bb924440-cefa-428e-814e-0976e270b014,USD,true,"#N/A","#N/A","#N/A","#N/A",8f97abcb-5a48-47b9-bdc8-6906e4191fbf,dd03d4c0-4d58-4a0a-bd06-f8fb5e7b9ef6
c2255358-d8b4-4ddd-b41d-d9dccb08f438,USD,true,"#N/A","#N/A","#N/A","#N/A",9d519fe6-d0ad-4495-8a03-a120ccd7853b,5a78fd1c-bd50-4427-b949-0cf9f4ae2810
d4061dd4-69ad-4f29-8432-51caaaf2ba35,USD,true,"#N/A","#N/A","#N/A","#N/A",707595f0-30ac-4793-b43d-ece095923041,dd03d4c0-4d58-4a0a-bd06-f8fb5e7b9ef6
d73c8480-ff19-47fa-9ec7-f4f3e862454d,USD,true,"#N/A","#N/A","#N/A","#N/A",f3016fb7-e021-4a0b-8c3f-b89c75153372,5a78fd1c-bd50-4427-b949-0cf9f4ae2810
df49ad43-17b8-4adc-8dae-9874ead82905,USD,true,"#N/A","#N/A","#N/A","#N/A",774561f1-7ce5-486f-bf54-84224dc302cc,5a78fd1c-bd50-4427-b949-0cf9f4ae2810
df4d934a-6bba-4733-8092-2fbdcccf3c91,USD,true,"#N/A","#N/A","#N/A","#N/A",42fbf245-d37d-4359-8e32-f57a6be0c89f,dd03d4c0-4d58-4a0a-bd06-f8fb5e7b9ef6
e906832f-fa42-4460-acef-d2761c9df196,USD,true,"#N/A","#N/A","#N/A","#N/A",29fed211-4736-449a-9de4-d7e031ecd13d,5a78fd1c-bd50-4427-b949-0cf9f4ae2810
f20c42a1-8872-45f1-b4a9-178968a4c60f,USD,true,"#N/A","#N/A","#N/A","#N/A",710bb65d-c384-4634-8b6b-a29337c05416,9e037fc0-2c81-47f5-9712-7553c457f3df
f4da3251-1d0d-4b9d-aacc-48ccccc38fef,USD,true,"#N/A","#N/A","#N/A","#N/A",edb103a9-24f4-4d46-acd4-7939603ca5ff,dd03d4c0-4d58-4a0a-bd06-f8fb5e7b9ef6
f81851a6-e951-4fff-acec-26431b732012,USD,true,"#N/A","#N/A","#N/A","#N/A",82eaa8be-6804-48ca-bd28-6b2b05f9b692,21bcabac-77f4-4eb6-95c6-e3d7e1b65e15
f8ffeb85-1bb1-476c-8981-692fd78abfb6,USD,true,"#N/A","#N/A","#N/A","#N/A",c54f38c9-988a-4f28-b3a9-fc0a7cb044ee,5a78fd1c-bd50-4427-b949-0cf9f4ae2810
fd94d1e4-a308-451f-8555-a267e1b9fd63,USD,false,"#N/A","#N/A","#N/A","#N/A",2aa9e706-7b46-4229-8093-dcbac6a088d1,9e037fc0-2c81-47f5-9712-7553c457f3df
