"Guid","CurrencyIsoCode","SBQQ__IsRead__c","SBQQ__JobDetails__c","SBQQ__JobId__c","SBQQ__JobStatus__c","SBQQ__RecordId__c","SBQQ__RedirectUrl__c","SBQQ__Stacktrace__c"
52f4d36e-d871-417f-aef9-bd60ef07130d,USD,false,"#N/A",7073h00000bxpQq,"#N/A",8011I000003BJ4zQAG::OrderCalculator,"#N/A","#N/A"
52f92642-68a6-4fe6-b305-bb617ed8b346,USD,false,"#N/A",7073h00000bxo96,"#N/A",a0l1I0000098WgwQAE::QuoteCalculator,"#N/A","#N/A"
52f98fe2-f22b-4eed-bc52-5faf75656c86,USD,false,"#N/A",7073h00000bxnXP,"#N/A",a0l1I00000A2dQXQAZ::QuoteDocumentService,"#N/A","#N/A"
52fc5a0c-d8cc-4d22-963f-423010e2281b,USD,false,"#N/A",7073h00000bxngY,"#N/A",a0l1I0000084JmjQAE::QuoteCalculator,"#N/A","#N/A"
5300ca4a-9413-4394-ab74-9ec24d9f9be3,USD,false,"#N/A",7073h00000bxo4y,"#N/A",8011I00000249xtQAA::OrderCalculator,"#N/A","#N/A"
53017476-27d7-4537-975c-b5fbc4b507ad,USD,false,"#N/A",7073h00000bxnkK,"#N/A",a0l1I0000084qChQAI::QuoteCalculator,"#N/A","#N/A"
53028f33-3f48-40d3-bf26-9092e73478ff,USD,false,"#N/A",7073h00000bxpU5,"#N/A",8001I000000WepRQAS::QuoteCalculator,"#N/A","#N/A"
5308d1ad-aea8-4aa4-92df-09cb2b222faf,USD,false,"#N/A",7073h00000bxnVW,"#N/A",a0l1I00000A1nTIQAZ::QuoteDocumentService,"#N/A","#N/A"
5311456f-fcb7-4522-94fd-369f9405d3fd,USD,false,"#N/A",7073h00000bxp3a,"#N/A",8011I000002v9eXQAQ::OrderCalculator,"#N/A","#N/A"
5314afa7-5f48-464c-ae30-dd74c5360b3e,USD,false,"#N/A",7073h00000bxp8e,"#N/A",a0l1I00000CPnUpQAL::QuoteCalculator,"#N/A","#N/A"
5322ae14-174b-4034-a7b2-898f5d1b0e16,USD,false,"#N/A",7073h00000bxpbI,Completed,a0l1I00000G6rg7QAB::QuoteCalculator,"#N/A","#N/A"
5324ea43-b9d7-4a7b-a4ff-e844b593b38e,USD,false,"#N/A",7073h00000bxoWc,"#N/A",a0l1I00000A1nDxQAJ::QuoteCalculator,"#N/A","#N/A"
5332c753-5470-47df-9145-0f07353d8ae8,USD,false,"#N/A",7073h00001KHQY8,"#N/A",a0l3h000000vrXsAAI::QuoteCalculator,"#N/A","#N/A"
5347f5f2-289a-42f6-bca6-b22a88adf966,USD,false,"#N/A",7073h00000bxnUc,"#N/A",a0l1I00000A1kmyQAB::QuoteDocumentService,"#N/A","#N/A"
534b168b-86c2-40bf-b25e-09d44d6b790e,USD,false,"#N/A",7073h00000bxorq,"#N/A",8011I000002XeKYQA0::OrderCalculator,"#N/A","#N/A"
5350d3c5-9385-49f0-949a-f1ccc6b7d080,USD,false,"#N/A",7073h00000bxoiR,"#N/A",a0l1I00000A2e2jQAB::QuoteCalculator,"#N/A","#N/A"
5353cca1-36bc-448e-992a-6f332c2d05d6,USD,false,"#N/A",7073h00000bxoB0,"#N/A",a0l1I0000098nwvQAA::QuoteCalculator,"#N/A","#N/A"
